gene,CHR,BP
AT1G21760,1,21760
AT1G22890,1,22890
AT1G26233,1,26233
AT1G29390,1,29390
AT1G29800,1,29800
AT1G30870,1,30870
AT1G34220,1,34220
AT1G34320,1,34320
AT1G49970,1,49970
AT1G56310,1,56310
AT1G58020,1,58020
AT1G60110,1,60110
AT1G60870,1,60870
AT1G64550,1,64550
AT1G70270,1,70270
AT1G77550,1,77550
AT1G78390,1,78390
AT2G02370,2,2370
AT2G04230,2,4230
AT2G16790,2,16790
AT2G17787,2,17787
AT2G19060,2,19060
AT2G19280,2,19280
AT2G22880,2,22880
AT2G23110,2,23110
AT2G25095,2,25095
AT2G26020,2,26020
AT2G28510,2,28510
AT2G31040,2,31040
AT2G32900,2,32900
AT2G41000,2,41000
AT2G44995,2,44995
AT3G05020,3,5020
AT3G06435,3,6435
AT3G07360,3,7360
AT3G07730,3,7730
AT3G13525,3,13525
AT3G16080,3,16080
AT3G24200,3,24200
AT3G44260,3,44260
AT3G48526,3,48526
AT3G51320,3,51320
AT3G51530,3,51530
AT3G60840,3,60840
AT4G02140,4,2140
AT4G02820,4,2820
AT4G08090,4,8090
AT4G08991,4,8991
AT4G11830,4,11830
AT4G16470,4,16470
AT4G18350,4,18350
AT4G21410,4,21410
AT4G24580,4,24580
AT4G25530,4,25530
AT4G29800,4,29800
AT4G29830,4,29830
AT4G30360,4,30360
AT4G36430,4,36430
AT4G36680,4,36680
AT5G01580,5,1580
AT5G10580,5,10580
AT5G11780,5,11780
AT5G14770,5,14770
AT5G14960,5,14960
AT5G19920,5,19920
AT5G27290,5,27290
AT5G27400,5,27400
AT5G35690,5,35690
AT5G37510,5,37510
AT5G46670,5,46670
AT5G48450,5,48450
AT5G50330,5,50330
AT5G51690,5,51690
AT5G51930,5,51930
AT5G58310,5,58310
AT5G58780,5,58780
AT5G58840,5,58840
AT5G61455,5,61455
AT5G63195,5,63195
ATCG00510,C,510
AT1G01310,1,1310
AT1G03100,1,3100
AT1G06820,1,6820
AT1G11160,1,11160
AT1G12560,1,12560
AT1G13510,1,13510
AT1G20270,1,20270
AT1G31130,1,31130
AT1G33200,1,33200
AT1G45234,1,45234
AT1G47480,1,47480
AT1G48990,1,48990
AT1G49180,1,49180
AT1G50732,1,50732
AT1G51550,1,51550
AT1G52070,1,52070
AT1G52618,1,52618
AT1G60450,1,60450
AT1G63350,1,63350
AT1G64180,1,64180
AT1G64590,1,64590
AT1G66190,1,66190
AT1G66800,1,66800
AT1G67035,1,67035
AT1G70230,1,70230
AT1G71280,1,71280
AT1G73730,1,73730
AT1G76450,1,76450
AT1G80460,1,80460
AT1G80810,1,80810
AT2G05410,2,5410
AT2G07765,2,7765
AT2G19790,2,19790
AT2G20490,2,20490
AT2G23970,2,23970
AT2G24980,2,24980
AT2G30210,2,30210
AT2G38940,2,38940
AT2G45410,2,45410
AT2G46530,2,46530
AT2G47090,2,47090
AT2G47370,2,47370
AT3G01500,3,1500
AT3G02480,3,2480
AT3G03880,3,3880
AT3G04010,3,4010
AT3G09470,3,9470
AT3G12580,3,12580
AT3G19040,3,19040
AT3G21481,3,21481
AT3G25590,3,25590
AT3G25930,3,25930
AT3G26890,3,26890
AT3G42794,3,42794
AT3G46930,3,46930
AT3G48050,3,48050
AT3G53470,3,53470
AT3G54280,3,54280
AT4G01240,4,1240
AT4G01460,4,1460
AT4G02010,4,2010
AT4G03600,4,3600
AT4G04601,4,4601
AT4G05370,4,5370
AT4G10030,4,10030
AT4G11410,4,11410
AT4G12390,4,12390
AT4G18520,4,18520
AT4G20340,4,20340
AT4G22666,4,22666
AT4G25220,4,25220
AT4G26055,4,26055
AT4G28390,4,28390
AT4G30630,4,30630
AT4G30960,4,30960
AT4G33470,4,33470
AT4G36540,4,36540
AT5G02360,5,2360
AT5G02560,5,2560
AT5G06220,5,6220
AT5G07980,5,7980
AT5G08170,5,8170
AT5G10030,5,10030
AT5G10850,5,10850
AT5G12210,5,12210
AT5G16280,5,16280
AT5G16650,5,16650
AT5G20045,5,20045
AT5G24130,5,24130
AT5G25150,5,25150
AT5G33210,5,33210
AT5G37410,5,37410
AT5G38550,5,38550
AT5G42630,5,42630
AT5G42820,5,42820
AT5G43370,5,43370
AT5G43970,5,43970
AT5G45090,5,45090
AT5G45095,5,45095
AT5G45670,5,45670
AT5G47990,5,47990
AT5G49470,5,49470
AT5G56050,5,56050
AT5G57530,5,57530
AT5G58490,5,58490
AT5G59420,5,59420
AT5G62440,5,62440
AT5G65310,5,65310
AT5G66760,5,66760
ATMG00020,M,20
AT1G06780,1,6780
AT1G10880,1,10880
AT1G14240,1,14240
AT1G15470,1,15470
AT1G16320,1,16320
AT1G17180,1,17180
AT1G19373,1,19373
AT1G19490,1,19490
AT1G20330,1,20330
AT1G31330,1,31330
AT1G35190,1,35190
AT1G51100,1,51100
AT1G51420,1,51420
AT1G56150,1,56150
AT1G58340,1,58340
AT1G60620,1,60620
AT1G62935,1,62935
AT1G63680,1,63680
AT1G64300,1,64300
AT1G67080,1,67080
AT1G67910,1,67910
AT1G69560,1,69560
AT1G70220,1,70220
AT1G75780,1,75780
AT1G77790,1,77790
AT2G02700,2,2700
AT2G12430,2,12430
AT2G19390,2,19390
AT2G20480,2,20480
AT2G24050,2,24050
AT2G25240,2,25240
AT2G27300,2,27300
AT2G28570,2,28570
AT2G30520,2,30520
AT2G32610,2,32610
AT2G36307,2,36307
AT2G38640,2,38640
AT2G38920,2,38920
AT2G40610,2,40610
AT2G40770,2,40770
AT2G42395,2,42395
AT2G43670,2,43670
AT3G02380,3,2380
AT3G07700,3,7700
AT3G08590,3,8590
AT3G11940,3,11940
AT3G14515,3,14515
AT3G15000,3,15000
AT3G15640,3,15640
AT3G16510,3,16510
AT3G17300,3,17300
AT3G27410,3,27410
AT3G29578,3,29578
AT3G43310,3,43310
AT3G47180,3,47180
AT3G47400,3,47400
AT3G48346,3,48346
AT3G49660,3,49660
AT3G50825,3,50825
AT3G53380,3,53380
AT3G53860,3,53860
AT3G54310,3,54310
AT3G54320,3,54320
AT3G54580,3,54580
AT3G55650,3,55650
AT3G59510,3,59510
AT4G01190,4,1190
AT4G01590,4,1590
AT4G02630,4,2630
AT4G11560,4,11560
AT4G12320,4,12320
AT4G18240,4,18240
AT4G18590,4,18590
AT4G21160,4,21160
AT4G23960,4,23960
AT4G29580,4,29580
AT4G30310,4,30310
AT4G31115,4,31115
AT4G31875,4,31875
AT4G33945,4,33945
AT4G34030,4,34030
AT4G34110,4,34110
AT4G37080,4,37080
AT4G39270,4,39270
AT5G01510,5,1510
AT5G06640,5,6640
AT5G15890,5,15890
AT5G17500,5,17500
AT5G19170,5,19170
AT5G20120,5,20120
AT5G22150,5,22150
AT5G22555,5,22555
AT5G22730,5,22730
AT5G24350,5,24350
AT5G35180,5,35180
AT5G38320,5,38320
AT5G38970,5,38970
AT5G46295,5,46295
AT5G47980,5,47980
AT5G48965,5,48965
AT5G51740,5,51740
AT5G53860,5,53860
AT5G55290,5,55290
AT5G57040,5,57040
AT5G57560,5,57560
AT5G59230,5,59230
AT5G59710,5,59710
AT5G60180,5,60180
AT5G65580,5,65580
ATCG01080,C,1080
ATCG01090,C,1090
ATMG00516,M,516
AT1G01950,1,1950
AT1G06330,1,6330
AT1G06690,1,6690
AT1G15130,1,15130
AT1G17210,1,17210
AT1G18190,1,18190
AT1G19420,1,19420
AT1G20630,1,20630
AT1G26900,1,26900
AT1G27695,1,27695
AT1G31790,1,31790
AT1G33607,1,33607
AT1G33980,1,33980
AT1G43020,1,43020
AT1G47280,1,47280
AT1G48100,1,48100
AT1G48240,1,48240
AT1G50300,1,50300
AT1G50670,1,50670
AT1G51913,1,51913
AT1G52590,1,52590
AT1G63420,1,63420
AT1G66780,1,66780
AT1G71520,1,71520
AT1G73790,1,73790
AT1G76770,1,76770
AT1G80910,1,80910
AT2G01390,2,1390
AT2G02090,2,2090
AT2G13380,2,13380
AT2G14460,2,14460
AT2G15890,2,15890
AT2G16450,2,16450
AT2G23960,2,23960
AT2G24530,2,24530
AT2G26860,2,26860
AT2G27170,2,27170
AT2G31160,2,31160
AT2G31650,2,31650
AT2G32179,2,32179
AT2G35035,2,35035
AT2G36160,2,36160
AT2G37555,2,37555
AT2G37700,2,37700
AT2G41330,2,41330
AT2G42580,2,42580
AT2G42960,2,42960
AT2G46680,2,46680
AT2G48110,2,48110
AT3G10040,3,10040
AT3G10410,3,10410
AT3G13550,3,13550
AT3G13740,3,13740
AT3G16840,3,16840
AT3G20975,3,20975
AT3G21660,3,21660
AT3G24240,3,24240
AT3G44530,3,44530
AT3G46150,3,46150
AT3G47780,3,47780
AT3G48450,3,48450
AT3G50330,3,50330
AT3G53420,3,53420
AT3G53620,3,53620
AT3G56910,3,56910
AT4G04402,4,4402
AT4G09610,4,9610
AT4G13130,4,13130
AT4G13540,4,13540
AT4G14870,4,14870
AT4G18290,4,18290
AT4G23340,4,23340
AT4G24652,4,24652
AT4G24900,4,24900
AT4G25860,4,25860
AT4G34160,4,34160
AT4G34881,4,34881
AT4G35940,4,35940
AT4G39200,4,39200
AT4G39340,4,39340
AT4G39364,4,39364
AT5G01175,5,1175
AT5G03240,5,3240
AT5G08270,5,8270
AT5G11690,5,11690
AT5G15300,5,15300
AT5G17020,5,17020
AT5G19600,5,19600
AT5G26150,5,26150
AT5G39590,5,39590
AT5G40970,5,40970
AT5G42580,5,42580
AT5G43065,5,43065
AT5G49220,5,49220
AT5G51170,5,51170
AT5G56270,5,56270
AT5G57450,5,57450
AT5G57660,5,57660
AT5G58050,5,58050
AT5G62690,5,62690
AT5G64410,5,64410
AT5G64970,5,64970
AT5G65030,5,65030
AT5G65730,5,65730
ATCG00390,C,390
ATCG00460,C,460
AT1G01220,1,1220
AT1G04800,1,4800
AT1G05330,1,5330
AT1G10760,1,10760
AT1G11070,1,11070
AT1G11590,1,11590
AT1G16916,1,16916
AT1G17720,1,17720
AT1G18470,1,18470
AT1G23290,1,23290
AT1G23935,1,23935
AT1G24405,1,24405
AT1G28690,1,28690
AT1G29025,1,29025
AT1G35160,1,35160
AT1G54210,1,54210
AT1G55970,1,55970
AT1G59725,1,59725
AT1G63440,1,63440
AT1G72250,1,72250
AT1G75335,1,75335
AT1G76705,1,76705
AT1G77990,1,77990
AT2G01710,2,1710
AT2G05755,2,5755
AT2G16760,2,16760
AT2G26510,2,26510
AT2G28710,2,28710
AT2G30500,2,30500
AT2G31470,2,31470
AT2G37520,2,37520
AT2G39020,2,39020
AT2G43110,2,43110
AT2G43235,2,43235
AT2G44830,2,44830
AT3G05940,3,5940
AT3G08600,3,8600
AT3G09310,3,9310
AT3G09430,3,9430
AT3G14270,3,14270
AT3G15220,3,15220
AT3G18300,3,18300
AT3G18710,3,18710
AT3G19960,3,19960
AT3G20110,3,20110
AT3G21160,3,21160
AT3G21650,3,21650
AT3G24190,3,24190
AT3G24750,3,24750
AT3G26790,3,26790
AT3G27480,3,27480
AT3G42170,3,42170
AT3G49820,3,49820
AT3G52290,3,52290
AT3G58530,3,58530
AT3G58550,3,58550
AT3G58975,3,58975
AT4G04410,4,4410
AT4G09990,4,9990
AT4G11980,4,11980
AT4G12545,4,12545
AT4G19829,4,19829
AT4G22560,4,22560
AT4G25280,4,25280
AT4G27370,4,27370
AT4G28270,4,28270
AT4G28900,4,28900
AT4G32620,4,32620
AT4G33690,4,33690
AT4G35783,4,35783
AT4G37160,4,37160
AT4G39500,4,39500
AT5G01750,5,1750
AT5G02530,5,2530
AT5G05500,5,5500
AT5G05750,5,5750
AT5G07450,5,7450
AT5G09820,5,9820
AT5G12010,5,12010
AT5G15022,5,15022
AT5G17320,5,17320
AT5G17380,5,17380
AT5G21120,5,21120
AT5G22830,5,22830
AT5G23130,5,23130
AT5G23380,5,23380
AT5G23590,5,23590
AT5G34795,5,34795
AT5G36100,5,36100
AT5G40300,5,40300
AT5G42230,5,42230
AT5G42300,5,42300
AT5G43380,5,43380
AT5G44360,5,44360
AT5G44770,5,44770
AT5G46720,5,46720
AT5G46740,5,46740
AT5G49850,5,49850
AT5G52670,5,52670
AT5G55850,5,55850
AT5G57960,5,57960
AT5G58540,5,58540
AT5G65120,5,65120
AT5G65920,5,65920
ATCG00050,C,50
ATCG00690,C,690
ATMG00060,M,60
AT1G01355,1,1355
AT1G03700,1,3700
AT1G04410,1,4410
AT1G05810,1,5810
AT1G06110,1,6110
AT1G10150,1,10150
AT1G10690,1,10690
AT1G11540,1,11540
AT1G12310,1,12310
AT1G13710,1,13710
AT1G14350,1,14350
AT1G14730,1,14730
AT1G15150,1,15150
AT1G15630,1,15630
AT1G16160,1,16160
AT1G17230,1,17230
AT1G17810,1,17810
AT1G19415,1,19415
AT1G20930,1,20930
AT1G30040,1,30040
AT1G34418,1,34418
AT1G34670,1,34670
AT1G44100,1,44100
AT1G48670,1,48670
AT1G49670,1,49670
AT1G52700,1,52700
AT1G53210,1,53210
AT1G61080,1,61080
AT1G68010,1,68010
AT1G79120,1,79120
AT1G80840,1,80840
AT2G02560,2,2560
AT2G02710,2,2710
AT2G12461,2,12461
AT2G13431,2,13431
AT2G16140,2,16140
AT2G17330,2,17330
AT2G20190,2,20190
AT2G24285,2,24285
AT2G24990,2,24990
AT2G26330,2,26330
AT2G31305,2,31305
AT2G34530,2,34530
AT2G36350,2,36350
AT2G36960,2,36960
AT2G39970,2,39970
AT2G42980,2,42980
AT2G43745,2,43745
AT2G45780,2,45780
AT2G46130,2,46130
AT2G46280,2,46280
AT2G46900,2,46900
AT2G47890,2,47890
AT2G48000,2,48000
AT2G48070,2,48070
AT2G48140,2,48140
AT3G01190,3,1190
AT3G02670,3,2670
AT3G06680,3,6680
AT3G15600,3,15600
AT3G18750,3,18750
AT3G22142,3,22142
AT3G22810,3,22810
AT3G27130,3,27130
AT3G27580,3,27580
AT3G44410,3,44410
AT3G46170,3,46170
AT3G49100,3,49100
AT3G53090,3,53090
AT3G57430,3,57430
AT3G57540,3,57540
AT3G59940,3,59940
AT3G60310,3,60310
AT3G61380,3,61380
AT3G62880,3,62880
AT4G02210,4,2210
AT4G09840,4,9840
AT4G10590,4,10590
AT4G12170,4,12170
AT4G14380,4,14380
AT4G26640,4,26640
AT4G27652,4,27652
AT4G28080,4,28080
AT4G29360,4,29360
AT4G30290,4,30290
AT4G38970,4,38970
AT5G01700,5,1700
AT5G03180,5,3180
AT5G10720,5,10720
AT5G14602,5,14602
AT5G14750,5,14750
AT5G17980,5,17980
AT5G23120,5,23120
AT5G23190,5,23190
AT5G41950,5,41950
AT5G42590,5,42590
AT5G47350,5,47350
AT5G50340,5,50340
AT5G56350,5,56350
AT5G67400,5,67400
AT5G67500,5,67500
ATCG00300,C,300
ATCG00530,C,530
ATCG00710,C,710
AT1G01380,1,1380
AT1G01790,1,1790
AT1G02830,1,2830
AT1G03506,1,3506
AT1G06470,1,6470
AT1G13050,1,13050
AT1G13140,1,13140
AT1G13230,1,13230
AT1G17460,1,17460
AT1G17760,1,17760
AT1G20310,1,20310
AT1G20830,1,20830
AT1G21450,1,21450
AT1G23980,1,23980
AT1G33800,1,33800
AT1G49380,1,49380
AT1G52870,1,52870
AT1G54690,1,54690
AT1G55675,1,55675
AT1G70895,1,70895
AT1G73687,1,73687
AT1G74550,1,74550
AT1G74929,1,74929
AT2G01170,2,1170
AT2G01880,2,1880
AT2G02080,2,2080
AT2G04390,2,4390
AT2G14900,2,14900
AT2G15970,2,15970
AT2G17490,2,17490
AT2G19100,2,19100
AT2G26480,2,26480
AT2G30160,2,30160
AT2G34730,2,34730
AT2G36270,2,36270
AT2G36480,2,36480
AT2G36792,2,36792
AT2G40050,2,40050
AT2G44860,2,44860
AT2G45820,2,45820
AT2G45860,2,45860
AT3G13130,3,13130
AT3G14240,3,14240
AT3G15280,3,15280
AT3G17950,3,17950
AT3G20710,3,20710
AT3G21820,3,21820
AT3G24300,3,24300
AT3G24506,3,24506
AT3G27540,3,27540
AT3G45710,3,45710
AT3G54480,3,54480
AT3G56830,3,56830
AT3G58860,3,58860
AT3G60650,3,60650
AT3G61840,3,61840
AT4G01840,4,1840
AT4G01985,4,1985
AT4G02270,4,2270
AT4G08410,4,8410
AT4G11270,4,11270
AT4G13650,4,13650
AT4G21450,4,21450
AT4G26430,4,26430
AT4G26880,4,26880
AT4G28410,4,28410
AT4G31640,4,31640
AT4G32440,4,32440
AT4G36290,4,36290
AT4G37950,4,37950
AT4G38070,4,38070
AT4G38860,4,38860
AT5G03130,5,3130
AT5G04910,5,4910
AT5G04970,5,4970
AT5G05060,5,5060
AT5G06780,5,6780
AT5G07940,5,7940
AT5G14400,5,14400
AT5G14830,5,14830
AT5G15410,5,15410
AT5G16050,5,16050
AT5G16080,5,16080
AT5G16820,5,16820
AT5G18245,5,18245
AT5G26570,5,26570
AT5G26760,5,26760
AT5G27620,5,27620
AT5G27640,5,27640
AT5G27780,5,27780
AT5G34820,5,34820
AT5G35790,5,35790
AT5G43690,5,43690
AT5G45530,5,45530
AT5G46400,5,46400
AT5G48410,5,48410
AT5G49830,5,49830
AT5G49910,5,49910
AT5G52510,5,52510
AT5G52640,5,52640
AT5G53740,5,53740
AT5G58290,5,58290
AT5G67488,5,67488
ATCG00620,C,620
ATCG00730,C,730
ATCG00800,C,800
ATMG00520,M,520
AT1G01520,1,1520
AT1G02430,1,2430
AT1G05710,1,5710
AT1G06265,1,6265
AT1G23710,1,23710
AT1G26190,1,26190
AT1G27280,1,27280
AT1G27740,1,27740
AT1G29180,1,29180
AT1G29940,1,29940
AT1G30010,1,30010
AT1G30835,1,30835
AT1G45230,1,45230
AT1G45240,1,45240
AT1G47620,1,47620
AT1G49245,1,49245
AT1G59660,1,59660
AT1G61290,1,61290
AT1G61470,1,61470
AT1G65295,1,65295
AT1G71420,1,71420
AT1G78070,1,78070
AT1G80680,1,80680
AT2G02060,2,2060
AT2G09865,2,9865
AT2G15580,2,15580
AT2G17030,2,17030
AT2G17070,2,17070
AT2G22740,2,22740
AT2G24500,2,24500
AT2G25740,2,25740
AT2G28360,2,28360
AT2G28800,2,28800
AT2G32410,2,32410
AT2G34238,2,34238
AT2G41705,2,41705
AT2G42360,2,42360
AT3G03130,3,3130
AT3G05250,3,5250
AT3G06370,3,6370
AT3G07900,3,7900
AT3G08520,3,8520
AT3G09085,3,9085
AT3G12260,3,12260
AT3G14130,3,14130
AT3G15534,3,15534
AT3G16260,3,16260
AT3G16380,3,16380
AT3G19980,3,19980
AT3G21670,3,21670
AT3G28360,3,28360
AT3G32920,3,32920
AT3G43350,3,43350
AT3G44710,3,44710
AT3G50840,3,50840
AT3G52160,3,52160
AT3G53750,3,53750
AT3G54630,3,54630
AT3G55000,3,55000
AT3G55160,3,55160
AT3G56290,3,56290
AT3G56630,3,56630
AT3G59220,3,59220
AT3G62455,3,62455
AT4G02000,4,2000
AT4G02460,4,2460
AT4G04692,4,4692
AT4G08790,4,8790
AT4G10920,4,10920
AT4G13190,4,13190
AT4G13630,4,13630
AT4G15660,4,15660
AT4G16910,4,16910
AT4G18510,4,18510
AT4G18540,4,18540
AT4G19120,4,19120
AT4G21970,4,21970
AT4G25790,4,25790
AT4G26460,4,26460
AT4G27600,4,27600
AT4G30940,4,30940
AT4G35650,4,35650
AT4G37650,4,37650
AT5G04960,5,4960
AT5G06043,5,6043
AT5G13650,5,13650
AT5G17890,5,17890
AT5G18140,5,18140
AT5G18770,5,18770
AT5G25340,5,25340
AT5G25500,5,25500
AT5G26582,5,26582
AT5G26620,5,26620
AT5G27927,5,27927
AT5G38640,5,38640
AT5G39600,5,39600
AT5G43040,5,43040
AT5G43630,5,43630
AT5G48830,5,48830
AT5G51520,5,51520
AT5G56310,5,56310
AT5G61930,5,61930
AT5G62020,5,62020
AT5G62350,5,62350
AT5G63270,5,63270
AT5G64395,5,64395
ATCG01050,C,1050
ATMG00080,M,80
AT1G01490,1,1490
AT1G02470,1,2470
AT1G03010,1,3010
AT1G04520,1,4520
AT1G07728,1,7728
AT1G10900,1,10900
AT1G13350,1,13350
AT1G14686,1,14686
AT1G23940,1,23940
AT1G23970,1,23970
AT1G29970,1,29970
AT1G30475,1,30475
AT1G30650,1,30650
AT1G43690,1,43690
AT1G50750,1,50750
AT1G54250,1,54250
AT1G56680,1,56680
AT1G63800,1,63800
AT1G67100,1,67100
AT1G68440,1,68440
AT1G68820,1,68820
AT1G68845,1,68845
AT1G69840,1,69840
AT1G72200,1,72200
AT1G73890,1,73890
AT1G78430,1,78430
AT1G79710,1,79710
AT2G03010,2,3010
AT2G07680,2,7680
AT2G07717,2,7717
AT2G09187,2,9187
AT2G10606,2,10606
AT2G16580,2,16580
AT2G17800,2,17800
AT2G23330,2,23330
AT2G25980,2,25980
AT2G28150,2,28150
AT2G29550,2,29550
AT2G30890,2,30890
AT2G38870,2,38870
AT2G44520,2,44520
AT2G45260,2,45260
AT2G45430,2,45430
AT2G45910,2,45910
AT3G02420,3,2420
AT3G04770,3,4770
AT3G05152,3,5152
AT3G10845,3,10845
AT3G16590,3,16590
AT3G17890,3,17890
AT3G23260,3,23260
AT3G24020,3,24020
AT3G25210,3,25210
AT3G26742,3,26742
AT3G28320,3,28320
AT3G29300,3,29300
AT3G53590,3,53590
AT3G56300,3,56300
AT3G56470,3,56470
AT3G58520,3,58520
AT3G59060,3,59060
AT3G61830,3,61830
AT4G02570,4,2570
AT4G02850,4,2850
AT4G03445,4,3445
AT4G11240,4,11240
AT4G14140,4,14140
AT4G15545,4,15545
AT4G19690,4,19690
AT4G24100,4,24100
AT4G25520,4,25520
AT4G32250,4,32250
AT4G35250,4,35250
AT5G01490,5,1490
AT5G01680,5,1680
AT5G01730,5,1730
AT5G05980,5,5980
AT5G06680,5,6680
AT5G06740,5,6740
AT5G06930,5,6930
AT5G10530,5,10530
AT5G11700,5,11700
AT5G13860,5,13860
AT5G18180,5,18180
AT5G23720,5,23720
AT5G24105,5,24105
AT5G24930,5,24930
AT5G36130,5,36130
AT5G41570,5,41570
AT5G42930,5,42930
AT5G44130,5,44130
AT5G44560,5,44560
AT5G49640,5,49640
AT5G52930,5,52930
AT5G55110,5,55110
AT5G55750,5,55750
AT5G55910,5,55910
AT5G56530,5,56530
AT5G61200,5,61200
AT5G62575,5,62575
AT5G63630,5,63630
ATCG00350,C,350
AT1G07050,1,7050
AT1G07745,1,7745
AT1G07980,1,7980
AT1G13607,1,13607
AT1G15440,1,15440
AT1G19750,1,19750
AT1G20300,1,20300
AT1G23720,1,23720
AT1G25530,1,25530
AT1G26230,1,26230
AT1G27460,1,27460
AT1G30520,1,30520
AT1G48745,1,48745
AT1G62530,1,62530
AT1G72510,1,72510
AT1G72830,1,72830
AT1G76470,1,76470
AT2G07727,2,7727
AT2G12646,2,12646
AT2G12905,2,12905
AT2G15570,2,15570
AT2G17510,2,17510
AT2G17590,2,17590
AT2G18340,2,18340
AT2G19770,2,19770
AT2G29900,2,29900
AT2G31670,2,31670
AT2G32320,2,32320
AT2G37270,2,37270
AT2G37360,2,37360
AT2G39681,2,39681
AT2G40116,2,40116
AT2G41240,2,41240
AT2G47540,2,47540
AT3G02110,3,2110
AT3G02290,3,2290
AT3G02920,3,2920
AT3G03090,3,3090
AT3G04050,3,4050
AT3G04900,3,4900
AT3G10405,3,10405
AT3G11165,3,11165
AT3G15510,3,15510
AT3G19130,3,19130
AT3G20160,3,20160
AT3G20720,3,20720
AT3G20940,3,20940
AT3G24030,3,24030
AT3G25577,3,25577
AT3G32040,3,32040
AT3G32925,3,32925
AT3G45253,3,45253
AT3G49480,3,49480
AT3G50030,3,50030
AT3G52760,3,52760
AT3G54590,3,54590
AT3G58570,3,58570
AT3G60050,3,60050
AT3G60318,3,60318
AT3G60590,3,60590
AT3G61850,3,61850
AT3G62100,3,62100
AT3G62650,3,62650
AT4G00860,4,860
AT4G03610,4,3610
AT4G09970,4,9970
AT4G10200,4,10200
AT4G10570,4,10570
AT4G13300,4,13300
AT4G13400,4,13400
AT4G14100,4,14100
AT4G17140,4,17140
AT4G17330,4,17330
AT4G22235,4,22235
AT4G23560,4,23560
AT4G27280,4,27280
AT4G31970,4,31970
AT4G38760,4,38760
AT5G03530,5,3530
AT5G10370,5,10370
AT5G23040,5,23040
AT5G23540,5,23540
AT5G25420,5,25420
AT5G39471,5,39471
AT5G42655,5,42655
AT5G44255,5,44255
AT5G44490,5,44490
AT5G47520,5,47520
AT5G51380,5,51380
AT5G52570,5,52570
AT5G62340,5,62340
ATCG00010,C,10
ATCG00030,C,30
ATCG00720,C,720
ATMG00830,M,830
AT1G01180,1,1180
AT1G01448,1,1448
AT1G06170,1,6170
AT1G06180,1,6180
AT1G14100,1,14100
AT1G14640,1,14640
AT1G15580,1,15580
AT1G18660,1,18660
AT1G24600,1,24600
AT1G24610,1,24610
AT1G25260,1,25260
AT1G32850,1,32850
AT1G32928,1,32928
AT1G33760,1,33760
AT1G35630,1,35630
AT1G35660,1,35660
AT1G48350,1,48350
AT1G50810,1,50810
AT1G52060,1,52060
AT1G53910,1,53910
AT1G56560,1,56560
AT1G65050,1,65050
AT1G66580,1,66580
AT1G67510,1,67510
AT1G76810,1,76810
AT1G79600,1,79600
AT1G79720,1,79720
AT1G80240,1,80240
AT2G13900,2,13900
AT2G14255,2,14255
AT2G31810,2,31810
AT2G35300,2,35300
AT2G40350,2,40350
AT2G42485,2,42485
AT2G47240,2,47240
AT3G03210,3,3210
AT3G08760,3,8760
AT3G10030,3,10030
AT3G10510,3,10510
AT3G13435,3,13435
AT3G16490,3,16490
AT3G18320,3,18320
AT3G18380,3,18380
AT3G27010,3,27010
AT3G32205,3,32205
AT3G32230,3,32230
AT3G43510,3,43510
AT3G46020,3,46020
AT3G49580,3,49580
AT3G49700,3,49700
AT3G50420,3,50420
AT3G52535,3,52535
AT3G54770,3,54770
AT4G06599,4,6599
AT4G20240,4,20240
AT4G34840,4,34840
AT4G37450,4,37450
AT4G38710,4,38710
AT5G01420,5,1420
AT5G02390,5,2390
AT5G03345,5,3345
AT5G07685,5,7685
AT5G10540,5,10540
AT5G10670,5,10670
AT5G12880,5,12880
AT5G15260,5,15260
AT5G16540,5,16540
AT5G16640,5,16640
AT5G18250,5,18250
AT5G23955,5,23955
AT5G24010,5,24010
AT5G24500,5,24500
AT5G27840,5,27840
AT5G40760,5,40760
AT5G45340,5,45340
AT5G54670,5,54670
AT5G55050,5,55050
AT5G56210,5,56210
AT5G58920,5,58920
AT5G62880,5,62880
AT5G63420,5,63420
AT5G65550,5,65550
AT5G66120,5,66120
ATCG00070,C,70
ATCG00100,C,100
ATCG00520,C,520
ATMG00030,M,30
AT1G01900,1,1900
AT1G05430,1,5430
AT1G05450,1,5450
AT1G08590,1,8590
AT1G09320,1,9320
AT1G09410,1,9410
AT1G10750,1,10750
AT1G13390,1,13390
AT1G14780,1,14780
AT1G15410,1,15410
AT1G18500,1,18500
AT1G19680,1,19680
AT1G20515,1,20515
AT1G21690,1,21690
AT1G23465,1,23465
AT1G27730,1,27730
AT1G27970,1,27970
AT1G47370,1,47370
AT1G51580,1,51580
AT1G51800,1,51800
AT1G52430,1,52430
AT1G52740,1,52740
AT1G53708,1,53708
AT1G55535,1,55535
AT1G61580,1,61580
AT1G63340,1,63340
AT1G65032,1,65032
AT1G66730,1,66730
AT1G67530,1,67530
AT1G69330,1,69330
AT1G72620,1,72620
AT1G73660,1,73660
AT1G73780,1,73780
AT1G74180,1,74180
AT1G74500,1,74500
AT1G76090,1,76090
AT1G79790,1,79790
AT2G15120,2,15120
AT2G17850,2,17850
AT2G20562,2,20562
AT2G21020,2,21020
AT2G21045,2,21045
AT2G22960,2,22960
AT2G24190,2,24190
AT2G24250,2,24250
AT2G25060,2,25060
AT2G25170,2,25170
AT2G30300,2,30300
AT2G35880,2,35880
AT2G37975,2,37975
